budget	genres	homepage	id	keywords	original_language	original_title	overview	popularity	production_companies	production_countries	release_date	revenue cost	runtime	spoken_languages	status	tagline	title	rating	rating_count
10000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}]		10090	[{"id": 572, "name": "sex"}, {"id": 949, "name": "terrorist"}, {"id": 966, "name": "beach"}, {"id": 2483, "name": "nudity"}, {"id": 6149, "name": "police"}, {"id": 9755, "name": "parody"}, {"id": 10563, "name": "attack"}, {"id": 10950, "name": "shootout"}, {"id": 11800, "name": "mockumentary"}, {"id": 14601, "name": "explosion"}, {"id": 14964, "name": "drug"}]	en	Reno 911!: Miami	A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.	4.207456	[{"name": "Paramount Pictures", "id": 4}, {"name": "Double Feature Films", "id": 215}, {"name": "Jersey Films", "id": 216}, {"name": "Twentieth Century Fox Film Corporation", "id": 306}, {"name": "Comedy Central Films", "id": 7480}, {"name": "Principato-Young Entertainment", "id": 37845}, {"name": "High Sierra Carpeting", "id": 89635}]	[{"iso_3166_1": "US", "name": "United States of America"}]	2/23/2007	20342161	84	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "es", "name": "Espa\u00f1ol"}]	Released	In a time of crisis, America will call Reno 911!	Reno 911!: Miami	5.6	72
10000000	[{"id": 99, "name": "Documentary"}, {"id": 10402, "name": "Music"}]	http://www.1dthisisus-movie.com/feature/mosaic/	164558	[{"id": 6029, "name": "concert"}]	en	One Direction: This Is Us	Go behind the scenes during One Directions sell out "Take Me Home" tour and experience life on the road.	7.944457	[{"name": "Columbia Pictures", "id": 5}, {"name": "Sony Pictures", "id": 34}]	[{"iso_3166_1": "US", "name": "United States of America"}]	8/28/2013	0	92	[{"iso_639_1": "pt", "name": "Portugu\u00eas"}, {"iso_639_1": "en", "name": "English"}]	Released	A motion picture event.	One Direction: This Is Us	8	201
10000000	[{"id": 35, "name": "Comedy"}]	http://www.livehardsellhard.com/	19905	[{"id": 179431, "name": "duringcreditsstinger"}]	en	The Goods: Live Hard, Sell Hard	Who is Don Ready? Salesman? Lover? Song Stylist? Semi-professional dolphin trainer? Ready is all of the above - except for a dolphin trainer. When heâ€™s asked to help save an ailing local car dealership from bankruptcy, Ready and his ragtag crew descend on the town of Temecula like a pack of coyotes on a basket full of burgers.	3.352702	[{"name": "Paramount Vantage", "id": 838}, {"name": "Kevin Messick Productions", "id": 2977}, {"name": "Gary Sanchez Productions", "id": 4740}]	[{"iso_3166_1": "US", "name": "United States of America"}]	8/14/2009	0	90	[{"iso_639_1": "en", "name": "English"}]	Released		The Goods: Live Hard, Sell Hard	5.4	58
0	[{"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}]		17710	[]	en	Hey Arnold! The Movie	When a powerful developer named Mr. Scheck wants to knock down all the stores and houses in Arnold's neighborhood to build a huge "mall-plex", it looks likes the neighborhood is doomed to disappear. But with the help of a superhero and a mysterious deep-voiced stranger, Arnold and Gerald will need to recover a crucial document in order to save their beloved neighborhood.	5.856363	[{"name": "Paramount Pictures", "id": 4}, {"name": "Nickelodeon Movies", "id": 2348}, {"name": "Nickelodeon Animation Studios", "id": 4859}, {"name": "Paramount Animation", "id": 24955}, {"name": "Snee-Oosh Productions", "id": 67244}]	[{"iso_3166_1": "US", "name": "United States of America"}]	6/28/2002	0	76	[{"iso_639_1": "en", "name": "English"}]	Released	A Big Problem Calls For a Big Head	Hey Arnold! The Movie	5.6	62
6400000	[{"id": 18, "name": "Drama"}]	http://myweekwithmarilynmovie.com/	75900	[{"id": 818, "name": "based on novel"}, {"id": 5565, "name": "biography"}, {"id": 6165, "name": "historical figure"}, {"id": 9073, "name": "marilyn monroe"}]	en	My Week with Marilyn	Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress.	21.006078	[{"name": "BBC Films", "id": 288}, {"name": "The Weinstein Company", "id": 308}, {"name": "UK Film Council", "id": 2452}, {"name": "Lip Sync Post", "id": 10247}, {"name": "Trademark Films", "id": 22153}]	[{"iso_3166_1": "GB", "name": "United Kingdom"}]	10/17/2011	35057696	99	[{"iso_639_1": "en", "name": "English"}]	Released		My Week with Marilyn	6.6	406
10000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]		9515	[{"id": 1547, "name": "mexico city"}, {"id": 1599, "name": "midlife crisis"}, {"id": 9227, "name": "cocktail"}, {"id": 10183, "name": "independent film"}, {"id": 156104, "name": "stranger"}, {"id": 227532, "name": "hit man"}]	en	The Matador	The life of Danny Wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a Mexican bar and meets a mysterious stranger, Julian, who's very likely a hit man. Their meeting sets off a chain of events that will change their lives forever, as Wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well â€¦ once he gets acclimated to it.	5.647538	[{"name": "Miramax Films", "id": 14}]	[{"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "US", "name": "United States of America"}]	5/12/2005	17297244	96	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "pl", "name": "Polski"}]	Released	A hitman and a salesman walk into a bar...	The Matador	6.2	136
10000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]		27322	[{"id": 572, "name": "sex"}, {"id": 1594, "name": "ex-boyfriend"}, {"id": 10183, "name": "independent film"}, {"id": 12532, "name": "african american"}]	en	Love Jones	Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a "love thing" or are just "kicking it," they hang out with their friend, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.	1.000178	[{"name": "New Line Cinema", "id": 12}, {"name": "Addis Wechsler Pictures", "id": 4665}]	[{"iso_3166_1": "US", "name": "United States of America"}]	3/14/1997	0	104	[{"iso_639_1": "en", "name": "English"}]	Released	Get Together. Fall Apart. Start Over.	Love Jones	8.1	12
5000000	[{"id": 53, "name": "Thriller"}, {"id": 9648, "name": "Mystery"}]	https://www.facebook.com/GIFTmovie	328425	[{"id": 703, "name": "detective"}, {"id": 6844, "name": "stalker"}, {"id": 9989, "name": "gift"}, {"id": 10624, "name": "bully"}, {"id": 12565, "name": "psychological thriller"}]	en	The Gift	A husband and wife try to reinvigorate their relationship but their lives are threatened by a "friend" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.	27.247013	[{"name": "Blumhouse Productions", "id": 3172}, {"name": "Blue-Tongue Films", "id": 32299}, {"name": "Huayi Brothers Media", "id": 39649}, {"name": "STX Entertainment", "id": 47729}, {"name": "Ahimsa Films", "id": 69542}]	[{"iso_3166_1": "US", "name": "United States of America"}]	7/30/2015	58978653	108	[{"iso_639_1": "en", "name": "English"}]	Released	Not every gift is welcome.	The Gift	6.7	1049
0	[{"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}]	http://www.endofthespear.com/	14120	[{"id": 8029, "name": "drama"}]	en	End of the Spear	"End of the Spear" is the story of Mincayani, a Waodani tribesman from the jungles of Ecuador. When five young missionaries, among them Jim Elliot and Nate Saint, are speared to death by the Waodani in 1956, a series of events unfold to change the lives of not only the slain missionaries' families, but also Mincayani and his people	1.83428	[{"name": "Bearing Fruit Entertainment", "id": 2867}, {"name": "every tribe entertainment", "id": 2868}]	[{"iso_3166_1": "US", "name": "United States of America"}]	12/2/2005	0	108	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "es", "name": "Espa\u00f1ol"}]	Released		End of the Spear	6.1	15
10000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]		10050	[{"id": 4326, "name": "theatre play"}, {"id": 4333, "name": "theatre group"}, {"id": 6270, "name": "high school"}, {"id": 13072, "name": "falling in love"}]	en	Get Over It	When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's "A Midsummer Night's Dream", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.	11.592129	[{"name": "Miramax", "id": 53009}]	[{"iso_3166_1": "US", "name": "United States of America"}]	3/8/2001	0	87	[{"iso_639_1": "en", "name": "English"}]	Released	Young, Free And Single. Again.	Get Over It	5.5	75
10000000	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}]		1542	[{"id": 10532, "name": "suburbia"}, {"id": 33471, "name": "downsizing"}, {"id": 167499, "name": "software engineer"}, {"id": 167506, "name": "burnout"}, {"id": 167507, "name": "dallas texas"}, {"id": 167510, "name": "beach resort"}, {"id": 167516, "name": "coworker relationship"}, {"id": 167519, "name": "laziness"}, {"id": 179431, "name": "duringcreditsstinger"}, {"id": 232700, "name": "business rivalry"}]	en	Office Space	Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.	18.366362	[{"name": "Twentieth Century Fox Film Corporation", "id": 306}, {"name": "Cubicle Inc.", "id": 7458}]	[{"iso_3166_1": "US", "name": "United States of America"}]	2/19/1999	12827813	89	[{"iso_639_1": "en", "name": "English"}]	Released	Work sucks.	Office Space	7.4	1050
10000000	[{"id": 35, "name": "Comedy"}]		10490	[{"id": 1360, "name": "minnesota"}, {"id": 2784, "name": "mother role"}, {"id": 5496, "name": "beauty contest"}, {"id": 7293, "name": "girl from the province"}, {"id": 7490, "name": "hicktown"}, {"id": 7717, "name": "evil mother"}, {"id": 10707, "name": "mother daughter relationship"}, {"id": 155624, "name": "envy"}, {"id": 156322, "name": "pretty woman"}, {"id": 209734, "name": "mocumentary"}]	en	Drop Dead Gorgeous	In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.	6.736274	[{"name": "New Line Cinema", "id": 12}, {"name": "Capella International", "id": 594}, {"name": "KC Medien AG", "id": 596}]	[{"iso_3166_1": "US", "name": "United States of America"}]	7/23/1999	10571408	98	[{"iso_639_1": "en", "name": "English"}]	Released	The battle between the good and the bad is bound to get ugly.	Drop Dead Gorgeous	6.4	86
10000000	[{"id": 18, "name": "Drama"}]		87093	[{"id": 1157, "name": "wife husband relationship"}, {"id": 2679, "name": "artist"}, {"id": 3012, "name": "court case"}]	en	Big Eyes	The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.	28.570174	[{"name": "The Weinstein Company", "id": 308}, {"name": "Silverwood Films", "id": 2293}, {"name": "Electric City Entertainment", "id": 8600}, {"name": "Tim Burton Productions", "id": 8601}]	[{"iso_3166_1": "CA", "name": "Canada"}, {"iso_3166_1": "US", "name": "United States of America"}]	12/24/2014	28883511	105	[{"iso_639_1": "it", "name": "Italiano"}, {"iso_639_1": "en", "name": "English"}, {"iso_639_1": "fr", "name": "Fran\u00e7ais"}]	Released	She created it. He sold it. And they bought it.	Big Eyes	6.8	1196
30000000	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]		10029	[{"id": 549, "name": "prostitute"}, {"id": 612, "name": "hotel"}, {"id": 2150, "name": "cocaine"}, {"id": 2483, "name": "nudity"}, {"id": 6259, "name": "psychopath"}, {"id": 8070, "name": "stag night"}, {"id": 9713, "name": "friends"}, {"id": 9826, "name": "murder"}, {"id": 10183, "name": "independent film"}, {"id": 10776, "name": "marijuana"}, {"id": 11221, "name": "blood"}, {"id": 13027, "name": "wedding"}, {"id": 14570, "name": "las vegas"}, {"id": 14819, "name": "violence"}, {"id": 34079, "name": "death"}, {"id": 207819, "name": "accident"}]	en	Very Bad Things	Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...	5.671691	[{"name": "Initial Entertainment Group (IEG)", "id": 7380}, {"name": "Interscope Communications", "id": 10201}, {"name": "VBT Productions", "id": 38085}, {"name": "Ballpark Productions Partnership", "id": 38086}]	[{"iso_3166_1": "US", "name": "United States of America"}]	9/11/1998	9898412	100	[{"iso_639_1": "en", "name": "English"}]	Released	They've been bad. Very bad.	Very Bad Things	6.2	179
0	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]		9893	[{"id": 6270, "name": "high school"}, {"id": 8783, "name": "scavenger hunt"}, {"id": 10791, "name": "teenage crush"}, {"id": 11798, "name": "slumber party"}, {"id": 13130, "name": "teenager"}, {"id": 155722, "name": "teen comedy"}]	en	Sleepover	As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!	5.842299	[]	[{"iso_3166_1": "US", "name": "United States of America"}]	7/9/2004	0	89	[{"iso_639_1": "pt", "name": "Portugu\u00eas"}, {"iso_639_1": "en", "name": "English"}]	Released	The rules are set. The game is on.	Sleepover	5.3	101
10000000	[{"id": 80, "name": "Crime"}, {"id": 9648, "name": "Mystery"}, {"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]		11507	[{"id": 293, "name": "female nudity"}, {"id": 445, "name": "pornography"}, {"id": 2147, "name": "claustrophobia"}, {"id": 2483, "name": "nudity"}, {"id": 3581, "name": "witness"}, {"id": 6149, "name": "police"}, {"id": 9732, "name": "movie in movie"}, {"id": 9826, "name": "murder"}, {"id": 10226, "name": "neighbor"}, {"id": 12670, "name": "los angeles"}, {"id": 156391, "name": "peeping tom"}, {"id": 158436, "name": "porn actress"}, {"id": 158988, "name": "struggling actor"}, {"id": 178649, "name": "voyeurism"}, {"id": 207716, "name": "actor"}]	en	Body Double	After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide.	9.525626	[{"name": "Columbia Pictures Corporation", "id": 441}, {"name": "Delphi II Productions", "id": 7585}]	[{"iso_3166_1": "US", "name": "United States of America"}]	10/25/1984	8801940	114	[{"iso_639_1": "en", "name": "English"}]	Released	You can't believe everything you see.	Body Double	6.4	137
10000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}]	http://iamrogue.com/macgruber/	37931	[{"id": 179430, "name": "aftercreditsstinger"}, {"id": 179431, "name": "duringcreditsstinger"}]	en	MacGruber	Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.	14.038512	[{"name": "Relativity Media", "id": 7295}]	[{"iso_3166_1": "US", "name": "United States of America"}]	5/21/2010	6110000	90	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "ru", "name": "P\u0443\u0441\u0441\u043a\u0438\u0439"}]	Released	He's the ultimate tool.	MacGruber	5.1	179
0	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]		3472	[{"id": 212, "name": "london england"}, {"id": 549, "name": "prostitute"}, {"id": 612, "name": "hotel"}, {"id": 1406, "name": "night watchman"}, {"id": 2173, "name": "illegal immigration"}, {"id": 3014, "name": "immigration law"}, {"id": 5416, "name": "transplanted organ"}, {"id": 5898, "name": "turk"}, {"id": 6147, "name": "delinquency"}]	en	Dirty Pretty Things	An urban hotel in London is a gathering and flash point for legal and illegal immigrants attempting to cobble together their lives in a new country. The immigrants include Senay, a Turkish woman, and a Nigerian doctor named Okwe who is working as a night porter at the hotel. The pair discover the hotel is a front for all sorts of clandestine activities. Their only wish is to avoid possible deportation. Okwe becomes more entangled in the goings on when he is called to fix a toilet in one of the rooms. He discovers the plumbing has been clogged by a human heart.	9.177896	[{"name": "Miramax Films", "id": 14}, {"name": "BBC Films", "id": 288}, {"name": "Celador Productions", "id": 1390}, {"name": "Jonescompany Productions", "id": 12666}]	[{"iso_3166_1": "GB", "name": "United Kingdom"}]	9/5/2002	0	97	[{"iso_639_1": "fr", "name": "Fran\u00e7ais"}, {"iso_639_1": "so", "name": "Somali"}, {"iso_639_1": "es", "name": "Espa\u00f1ol"}, {"iso_639_1": "en", "name": "English"}]	Released	Every dream has its price.	Dirty Pretty Things	6.8	131
6000000	[{"id": 35, "name": "Comedy"}]		87818	[{"id": 9253, "name": "slapstick"}, {"id": 159753, "name": "ensemble cast"}, {"id": 179431, "name": "duringcreditsstinger"}, {"id": 187056, "name": "woman director"}, {"id": 215404, "name": "laxative"}]	en	Movie 43	The film is composed of multiple comedy shorts presented through an overarching segment titled "The Pitch", in which Charlie Wessler, a mad screenwriter, is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script, Wessler becomes agitated when Schraeder dismisses his outrageous ideas, and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager, Bob Mone, to purchase the film.	35.350303	[{"name": "Greenestreet Films", "id": 2150}, {"name": "Relativity Media", "id": 7295}, {"name": "Virgin Produced", "id": 8852}, {"name": "Wessler Entertainment", "id": 8890}, {"name": "Witness Protection Films", "id": 8891}]	[{"iso_3166_1": "US", "name": "United States of America"}]	1/1/2013	32438988	90	[{"iso_639_1": "en", "name": "English"}]	Released	The biggest cast ever assembled for the most outrageous comedy ever made.	Movie 43	4.4	797
10000000	[{"id": 35, "name": "Comedy"}]	http://www.overherdeadbodymovie.com	13160	[{"id": 2913, "name": "diary"}, {"id": 9799, "name": "romantic comedy"}, {"id": 13095, "name": "death of lover"}, {"id": 13153, "name": "spirit"}, {"id": 14540, "name": "death by accident"}, {"id": 14742, "name": "psychic"}, {"id": 223267, "name": "moving on"}]	en	Over Her Dead Body	After his fiancÃ©e, Kate, dies in an accident on their wedding day, veterinarian Henry grows depressed. To help him move on, his sister has him visit psychic Ashley and gives her Kate's diary. Ashley uses the journal's details to convincingly deliver the fake message that Kate wants Henry to move on. However, Kate's ghost is watching over Ashley and Henry. Furious when they fall for each other, she vows to sabotage their relationship.	12.067921	[{"name": "The Safran Company", "id": 11565}, {"name": "Gold Circle Films", "id": 12026}, {"name": "Dead Fianc\u00e9e Productions", "id": 92137}]	[{"iso_3166_1": "US", "name": "United States of America"}]	2/1/2008	0	95	[{"iso_639_1": "en", "name": "English"}]	Released	She's passed on... But she's not moving on.	Over Her Dead Body	5.3	145
