budget	genres	homepage	id	keywords	original_language	original_title	overview	popularity	production_companies	production_countries	release_date	revenue cost	runtime	spoken_languages	status	tagline	title	rating	rating_count
20000000	[{"id": 35, "name": "Comedy"}]		15673	[{"id": 237, "name": "gay"}, {"id": 824, "name": "drag queen"}, {"id": 10325, "name": "mistaken identity"}]	en	Connie and Carla	After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with	6.102663	[{"name": "Universal Pictures", "id": 33}]	[{"iso_3166_1": "US", "name": "United States of America"}]	4/16/2004	11341016	98	[{"iso_639_1": "en", "name": "English"}]	Released	When you follow your dream, there's no telling what you'll become.	Connie and Carla	6.4	24
8000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10402, "name": "Music"}, {"id": 10749, "name": "Romance"}]		42618	[{"id": 978, "name": "broken engagement"}, {"id": 3447, "name": "charity"}, {"id": 6562, "name": "celebrity"}, {"id": 10703, "name": "tragic love"}, {"id": 155513, "name": "dancehall girl"}, {"id": 158375, "name": "based on stage musical"}, {"id": 165317, "name": "based on film"}]	en	Sweet Charity	Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it.	0.709143	[{"name": "Universal Pictures", "id": 33}]	[{"iso_3166_1": "US", "name": "United States of America"}]	1/1/1969	20000000	149	[{"iso_639_1": "en", "name": "English"}]	Released	Love is what it's all about!	Sweet Charity	6.5	15
20000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}]	http://inherentvicemovie.com/	171274	[{"id": 818, "name": "based on novel"}, {"id": 1228, "name": "1970s"}, {"id": 11168, "name": "private investigator"}, {"id": 11492, "name": "smoking marijuana"}, {"id": 12670, "name": "los angeles"}, {"id": 208992, "name": "1960s"}]	en	Inherent Vice	In Los Angeles at the turn of the 1970s, drug-fueled detective Larry "Doc" Sportello investigates the disappearance of an ex-girlfriend.	45.742217	[{"name": "Ghoulardi Film Company", "id": 178}, {"name": "Warner Bros.", "id": 6194}, {"name": "IAC Films", "id": 93105}]	[{"iso_3166_1": "US", "name": "United States of America"}]	12/25/2014	11110975	148	[{"iso_639_1": "en", "name": "English"}]	Released	Under the paving stones, the beach!	Inherent Vice	6.5	833
0	[{"id": 10751, "name": "Family"}]	http://www.doogalmovie.com/	24432	[]	en	Doogal	This is the story of Doogal, an adorable candy-loving mutt who goes on a mission to save the world.	1.682839	[]	[{"iso_3166_1": "FR", "name": "France"}, {"iso_3166_1": "GB", "name": "United Kingdom"}, {"iso_3166_1": "US", "name": "United States of America"}]	2/24/2006	0	85	[{"iso_639_1": "en", "name": "English"}]	Released	Things are about to get hairy.	Doogal	3.2	18
20000000	[{"id": 10402, "name": "Music"}, {"id": 18, "name": "Drama"}]		109417	[{"id": 4344, "name": "musical"}, {"id": 209714, "name": "3d"}]	en	Battle of the Year	A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.	8.237336	[{"name": "Screen Gems", "id": 3287}]	[{"iso_3166_1": "US", "name": "United States of America"}]	9/21/2013	16549477	110	[{"iso_639_1": "en", "name": "English"}]	Released	The World is watching	Battle of the Year	5.9	88
20000000	[{"id": 35, "name": "Comedy"}, {"id": 14, "name": "Fantasy"}]	http://www.americancarol.com/	13948	[{"id": 949, "name": "terrorist"}, {"id": 9755, "name": "parody"}, {"id": 180415, "name": "documentary filmmaker"}, {"id": 197638, "name": "sattire"}]	en	An American Carol	In An American Carol a cynical, Anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.	2.605374	[{"name": "Mpower Pictures", "id": 5294}]	[{"iso_3166_1": "US", "name": "United States of America"}]	10/3/2008	7000000	83	[{"iso_639_1": "en", "name": "English"}]	Released	Laugh like you're country depends on it.	An American Carol	4.1	20
12000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]		106747	[{"id": 534, "name": "mexico"}, {"id": 833, "name": "white house"}, {"id": 3312, "name": "nuclear missile"}, {"id": 3544, "name": "machete"}, {"id": 12405, "name": "outer space"}]	en	Machete Kills	Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man â€“ he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.	29.072964	[{"name": "Open Road Films", "id": 10427}, {"name": "Overnight Films", "id": 10808}, {"name": "AR Films", "id": 11005}, {"name": "Aldamisa Entertainment", "id": 11006}, {"name": "Demarest Films", "id": 13241}, {"name": "1821 Pictures", "id": 14358}, {"name": "Quick Draw Productions", "id": 25608}]	[{"iso_3166_1": "US", "name": "United States of America"}]	9/12/2013	15008161	107	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "es", "name": "Espa\u00f1ol"}]	Released	Trained to kill. Left for dead. Back for more.	Machete Kills	5.3	631
22000000	[{"id": 27, "name": "Horror"}]		10929	[{"id": 5812, "name": "bad boss"}, {"id": 7717, "name": "evil mother"}, {"id": 9748, "name": "revenge"}, {"id": 33740, "name": "humiliation"}, {"id": 198780, "name": "obedience"}]	en	Willard	Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.	1.322528	[{"name": "New Line Cinema", "id": 12}, {"name": "Hard Eight Pictures", "id": 48772}]	[{"iso_3166_1": "US", "name": "United States of America"}]	3/14/2003	0	100	[{"iso_639_1": "en", "name": "English"}]	Released	When the cat's away, the rats will play.	Willard	5.8	82
0	[{"id": 35, "name": "Comedy"}]		14220	[{"id": 2571, "name": "tv show"}, {"id": 2597, "name": "bigfoot"}]	en	Strange Wilderness	With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.	4.961306	[{"name": "Paramount Pictures", "id": 4}, {"name": "Happy Madison Productions", "id": 2608}, {"name": "Pelican Productions LLC", "id": 3251}]	[{"iso_3166_1": "US", "name": "United States of America"}]	2/1/2008	6575282	87	[{"iso_639_1": "en", "name": "English"}]	Released	This ain't March of the Penguins.	Strange Wilderness	4.7	69
0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10402, "name": "Music"}]		46435	[{"id": 549, "name": "prostitute"}, {"id": 4344, "name": "musical"}, {"id": 5565, "name": "biography"}, {"id": 10904, "name": "telephone call"}, {"id": 11333, "name": "cigar smoking"}, {"id": 33719, "name": "drink"}, {"id": 40831, "name": "\u00a0gilbert and sullivan"}, {"id": 40832, "name": "gilbert and sullivan's princess ida"}, {"id": 40837, "name": "piano duet"}, {"id": 40838, "name": "lyricist"}, {"id": 40984, "name": "exhibition"}]	en	Topsy-Turvy	After their production "Princess Ida" meets with less-than-stunning reviews, the relationship between Gilbert and Sullivan is strained to breaking. Their friends and associates attempt to get the two to work together again, which opens the way to "The Mikado," one of the duo's greatest successes.	8.628519	[{"name": "Newmarket Capital Group", "id": 506}, {"name": "Goldwyn Films", "id": 720}, {"name": "The Greenlight Fund", "id": 821}, {"name": "Thin Man Films", "id": 10100}]	[{"iso_3166_1": "GB", "name": "United Kingdom"}, {"iso_3166_1": "US", "name": "United States of America"}]	9/3/1999	0	160	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "fr", "name": "Fran\u00e7ais"}, {"iso_639_1": "de", "name": "Deutsch"}, {"iso_639_1": "it", "name": "Italiano"}, {"iso_639_1": "ja", "name": "\u65e5\u672c\u8a9e"}]	Released	Gilbert & Sullivan & So Much More	Topsy-Turvy	6.7	41
20000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10752, "name": "War"}]	http://www.littleboymovie.com/	256962	[{"id": 907, "name": "japanese"}, {"id": 1956, "name": "world war ii"}, {"id": 10706, "name": "spirituality"}]	en	Little Boy	An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.	12.232048	[{"name": "Metanoia Films", "id": 7075}, {"name": "Santa F\u00e9 Films", "id": 90508}]	[{"iso_3166_1": "MX", "name": "Mexico"}, {"iso_3166_1": "US", "name": "United States of America"}]	4/23/2015	6420319	106	[{"iso_639_1": "en", "name": "English"}]	Released	Believe the impossible.	Little Boy	7	185
15000000	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	http://www.sonyclassics.com/adangerousmethod/	48231	[{"id": 818, "name": "based on novel"}, {"id": 2833, "name": "psychoanalysis"}, {"id": 2842, "name": "sigmund freud"}, {"id": 5565, "name": "biography"}, {"id": 9888, "name": "spanking"}, {"id": 10181, "name": "based on play"}, {"id": 11333, "name": "cigar smoking"}, {"id": 11513, "name": "cheating husband"}, {"id": 185722, "name": "based on true events"}]	en	A Dangerous Method	Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jungâ€™s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabinaâ€™s spell.	27.133277	[{"name": "Recorded Pictures Company", "id": 470}, {"name": "The Movie Network", "id": 808}, {"name": "Millbrook Pictures", "id": 2728}, {"name": "Prospero Pictures", "id": 2844}, {"name": "Lago Film", "id": 19245}, {"name": "Dangerous Method Film AG", "id": 78702}]	[{"iso_3166_1": "CH", "name": "Switzerland"}, {"iso_3166_1": "GB", "name": "United Kingdom"}, {"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "CA", "name": "Canada"}]	9/30/2011	27462041	99	[{"iso_639_1": "en", "name": "English"}]	Released	Why deny what you desire the most.	A Dangerous Method	6.2	571
8700000	[{"id": 16, "name": "Animation"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	http://www.warnerbros.com/movies/home-entertainment/scanner-darkly-a/d7c290af-c285-41c4-a4d6-efb3a86b3893.html	3509	[{"id": 387, "name": "california"}, {"id": 703, "name": "detective"}, {"id": 818, "name": "based on novel"}, {"id": 1566, "name": "dream"}, {"id": 1568, "name": "undercover"}, {"id": 2150, "name": "cocaine"}, {"id": 2588, "name": "brain"}, {"id": 2866, "name": "exam"}, {"id": 2964, "name": "future"}, {"id": 4394, "name": "test"}, {"id": 4565, "name": "dystopia"}, {"id": 4967, "name": "assignment"}, {"id": 12190, "name": "cyberpunk"}, {"id": 14964, "name": "drug"}, {"id": 18420, "name": "surveillance"}, {"id": 180440, "name": "totalitarian"}, {"id": 188950, "name": "corporation"}, {"id": 202550, "name": "substance"}, {"id": 202551, "name": "schizophrenic"}, {"id": 202553, "name": "condition"}, {"id": 207268, "name": "neo-noir"}]	en	A Scanner Darkly	An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.	26.093043	[{"name": "Thousand Words", "id": 380}, {"name": "Warner Independent Pictures (WIP)", "id": 11509}, {"name": "Detour Filmproduction", "id": 11510}, {"name": "Section Eight Productions", "id": 14315}]	[{"iso_3166_1": "US", "name": "United States of America"}]	5/25/2006	7659918	100	[{"iso_639_1": "en", "name": "English"}]	Released	Everything Is Not Going To Be OK	A Scanner Darkly	6.8	532
0	[{"id": 18, "name": "Drama"}]		82684	[{"id": 1669, "name": "wave"}, {"id": 5349, "name": "surfing"}, {"id": 6075, "name": "sport"}, {"id": 172772, "name": "mentor prot\u00e9g\u00e9 relationship"}, {"id": 184569, "name": "santa cruz california"}]	en	Chasing Mavericks	Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.	13.621201	[{"name": "Fox 2000 Pictures", "id": 711}, {"name": "Walden Media", "id": 10221}]	[{"iso_3166_1": "US", "name": "United States of America"}]	10/25/2012	0	117	[{"iso_639_1": "en", "name": "English"}]	Released	Legends Start Somewhere	Chasing Mavericks	7	216
20000000	[{"id": 28, "name": "Action"}, {"id": 14, "name": "Fantasy"}, {"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]		12142	[{"id": 703, "name": "detective"}, {"id": 1299, "name": "monster"}, {"id": 1992, "name": "professor"}, {"id": 2041, "name": "island"}, {"id": 2598, "name": "museum"}, {"id": 3762, "name": "darkness"}, {"id": 4862, "name": "alien life-form"}, {"id": 9853, "name": "paranormal"}, {"id": 9854, "name": "artifact"}, {"id": 9855, "name": "slow motion scene"}, {"id": 9856, "name": "flashback sequence"}, {"id": 12377, "name": "zombie"}, {"id": 41645, "name": "based on video game"}, {"id": 221387, "name": "occultism"}]	en	Alone in the Dark	Edward Carnby is a private investigator specializing in unexplainable supernatural phenomena. His cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. Now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.	9.292987	[{"name": "Boll Kino Beteiligungs GmbH & Co. KG", "id": 1062}, {"name": "Brightlight Pictures", "id": 1063}, {"name": "Herold Productions", "id": 1064}, {"name": "Lionsgate", "id": 1632}, {"name": "Infogrames Entertainment", "id": 2998}]	[{"iso_3166_1": "CA", "name": "Canada"}, {"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "US", "name": "United States of America"}]	1/28/2005	10442808	96	[{"iso_639_1": "en", "name": "English"}, {"iso_639_1": "pt", "name": "Portugu\u00eas"}]	Released	Can mankind defeat the army of darkness unleashed by an ancient evil cult?	Alone in the Dark	3.1	173
20000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}, {"id": 10402, "name": "Music"}]	http://bandslam-movie.com/	23367	[{"id": 586, "name": "new jersey"}, {"id": 4344, "name": "musical"}, {"id": 10686, "name": "battle of the bands"}, {"id": 13130, "name": "teenager"}, {"id": 18001, "name": "rock band"}]	en	Bandslam	A high school social outcast and the popular girl bond through a shared love of music.	7.716606	[{"name": "Summit Entertainment", "id": 491}, {"name": "Goldsmith-Thomas Productions", "id": 2454}, {"name": "Walden Media", "id": 10221}]	[{"iso_3166_1": "US", "name": "United States of America"}]	8/6/2009	5210988	111	[{"iso_639_1": "en", "name": "English"}]	Released	Band Together	Bandslam	5.4	126
20000000	[{"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]		10740	[{"id": 4549, "name": "loss of husband"}, {"id": 5484, "name": "reincarnation"}, {"id": 9713, "name": "friends"}, {"id": 9736, "name": "little boy"}, {"id": 10183, "name": "independent film"}, {"id": 13027, "name": "wedding"}]	en	Birth	It took Anna 10 years to recover from the death of her husband, Sean, but now she's on the verge of marrying her boyfriend, Joseph, and finally moving on. However, on the night of her engagement party, a young boy named Sean turns up, saying he is her dead husband reincarnated. At first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth.	7.698075	[{"name": "Fine Line Features", "id": 8}, {"name": "New Line Cinema", "id": 12}, {"name": "Lou Yi Inc.", "id": 839}, {"name": "Academy Films", "id": 54030}, {"name": "March Entertainment", "id": 54031}]	[{"iso_3166_1": "FR", "name": "France"}, {"iso_3166_1": "DE", "name": "Germany"}, {"iso_3166_1": "US", "name": "United States of America"}, {"iso_3166_1": "GB", "name": "United Kingdom"}]	9/8/2004	0	100	[{"iso_639_1": "en", "name": "English"}]	Released	Be careful what you wish for.	Birth	5.9	179
